No errors
No warnings
647 ms
data source=metars
4981 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
MWCR 211600Z 04006KT 9999 SCT018 28/24 Q1016,MWCR,2018-03-21T16:00:00Z,19.3,-81.37,28.0,24.0,40,6,,6.21,30.0,,,,,,,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
MPBO 211600Z 00000KT 9999 FEW020 SCT090 ///// Q1015,MPBO,2018-03-21T16:00:00Z,9.35,-82.25,,,0,0,,6.21,29.970472,,,,,,,,,,,FEW,2000,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,3.0
MPDA 211600Z 14005KT 090V210 CAVOK 30/22 Q1009,MPDA,2018-03-21T16:00:00Z,8.4,-82.43,30.0,22.0,140,5,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
MPSM 211600Z 19005KT 120V240 9000 FEW030 30/22 Q1010,MPSM,2018-03-21T16:00:00Z,8.35,-80.13,30.0,22.0,190,5,,5.59,29.822834,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,0.0
MPPA 211600Z 01016KT 9000 FEW020 31/// Q1010,MPPA,2018-03-21T16:00:00Z,8.92,-79.6,,,10,16,,5.59,29.822834,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
MGGT 211600Z 36016KT 9999 FEW020 24/11 Q1026 A3030,MGGT,2018-03-21T16:00:00Z,14.57,-90.53,24.0,11.0,360,16,,6.21,30.295275,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1509.0
SBBR 211600Z VRB04KT 9999 BKN025 FEW030TCU 28/15 Q1017,SBBR,2018-03-21T16:00:00Z,-15.87,-47.92,28.0,15.0,0,4,,6.21,30.029528,,,,,,,,,,,BKN,2500,FEW,3000,,,,,MVFR,,,,,,,,,,,,METAR,1061.0
SVMI 211600Z 02005KT 9999 FEW016 29/22 Q1011,SVMI,2018-03-21T16:00:00Z,10.58,-67.0,29.0,22.0,20,5,,6.21,29.852362,,,,,,,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
SBEG 211600Z 09009KT 9999 SCT020 32/24 Q1010,SBEG,2018-03-21T16:00:00Z,-3.02,-60.03,32.0,24.0,90,9,,6.21,29.822834,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
ORSU 211600Z 29006KT 8000 NSC 13/06 Q1019,ORSU,2018-03-21T16:00:00Z,35.57,45.32,13.0,6.0,290,6,,4.97,30.088583,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,761.0
SBFN 211600Z 14011KT 9999 BKN021 30/24 Q1011,SBFN,2018-03-21T16:00:00Z,-3.85,-32.42,30.0,24.0,140,11,,6.21,29.852362,,,,,,,,,,,BKN,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,56.0
GVNP 211600Z 03022KT 9999 FEW014 25/16 Q1015 NOSIG,GVNP,2018-03-21T16:00:00Z,14.95,-23.48,25.0,16.0,30,22,,6.21,29.970472,,,,,,TRUE,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,70.0
MRLB 211600Z 10015KT CAVOK 33/16 A2985 NOSIG,MRLB,2018-03-21T16:00:00Z,10.6,-85.55,33.0,16.0,100,15,,6.21,29.84941,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
LEMO 211600Z 02008KT 330V050 CAVOK 14/00 Q1023 NOSIG,LEMO,2018-03-21T16:00:00Z,37.17,-5.62,14.0,0.0,20,8,,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
UBBL 211600Z 15013KT 9999 BKN100 12/08 Q1018 R33/CLRD// NOSIG RMK MT OP,UBBL,2018-03-21T16:00:00Z,38.75,48.82,12.0,8.0,150,13,,6.21,30.059055,,,,,,TRUE,,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
NFFN 211600Z 12004KT 9999 FEW030 23/22 Q1005 NOSIG,NFFN,2018-03-21T16:00:00Z,-17.75,177.45,23.0,22.0,120,4,,6.21,29.675198,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
SBFL 211600Z 17011KT 9999 FEW040 26/16 Q1014,SBFL,2018-03-21T16:00:00Z,-27.67,-48.53,26.0,16.0,170,11,,6.21,29.940945,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
OBBI 211600Z 07004KT CAVOK 24/13 Q1012 NOSIG,OBBI,2018-03-21T16:00:00Z,26.27,50.63,24.0,13.0,70,4,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
OPSK 211600Z 00000KT 4000 HZ NSC 22/13 QNH 1009 NOSIG,OPSK,2018-03-21T16:00:00Z,27.72,68.8,22.0,13.0,0,0,,2.49,,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,58.0
KEIK 211600Z AUTO 00000KT 10SM CLR 05/M05 A3007 RMK AO2 T00541054,KEIK,2018-03-21T16:00:00Z,40.02,-105.05,5.4,-5.4,0,0,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1564.0
TNCM 211600Z 10013KT 060V140 9999 FEW020 SCT035 29/22 Q1018 A3007 NOSIG ,TNCM,2018-03-21T16:00:00Z,18.05,-63.12,29.0,22.0,100,13,,6.21,30.059055,,,,,,TRUE,,,,,FEW,2000,SCT,3500,,,,,VFR,,,,,,,,,,,,METAR,4.0
SBCR 211600Z 29007KT 9999 BKN020 28/24 Q1013,SBCR,2018-03-21T16:00:00Z,-19.0,-57.67,28.0,24.0,290,7,,6.21,29.911417,,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,141.0
ORBI 211600Z 32008KT 9000 NSC 22/04 Q1015 NOSIG,ORBI,2018-03-21T16:00:00Z,33.27,44.23,22.0,4.0,320,8,,5.59,29.970472,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
KGNB 211600Z AUTO 00000KT 10SM SCT037 SCT047 OVC090 M01/M07 A3011 RMK AO2 T10121075,KGNB,2018-03-21T16:00:00Z,40.08,-105.92,-1.2,-7.5,0,0,,10.0,30.109253,,,TRUE,TRUE,,,,,,,SCT,3700,SCT,4700,OVC,9000,,,VFR,,,,,,,,,,,,METAR,2500.0
OPST 211600Z 31004KT 4000 FU SCT040 SCT100 16/13 Q1013 NOSIG RH84,OPST,2018-03-21T16:00:00Z,32.53,74.37,16.0,13.0,310,4,,2.49,29.911417,,,,,,TRUE,,,,FU,SCT,4000,SCT,10000,,,,,IFR,,,,,,,,,,,,METAR,247.0
SBMO 211600Z 10011KT 9999 SCT025 32/21 Q1012,SBMO,2018-03-21T16:00:00Z,-9.52,-35.77,32.0,21.0,100,11,,6.21,29.88189,,,,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
MPTO 211600Z 08005KT 030V160 9000 SCT018 33/20 Q1011 NOSIG,MPTO,2018-03-21T16:00:00Z,9.05,-79.37,33.0,20.0,80,5,,5.59,29.852362,,,,,,TRUE,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
LFVP 211600Z 24012KT 9999 BKN022 03/M04 Q1017 NOSIG,LFVP,2018-03-21T16:00:00Z,46.77,-56.18,3.0,-4.0,240,12,,6.21,30.029528,,,,,,TRUE,,,,,BKN,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,8.0
BKPR 211600Z 02012KT 9999 SCT020 BKN040 M01/M05 Q1016 NOSIG RMK 17690395,BKPR,2018-03-21T16:00:00Z,42.58,21.03,-1.0,-5.0,20,12,,6.21,30.0,,,,,,TRUE,,,,,SCT,2000,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,576.0
SBFZ 211600Z 08012KT 9999 FEW030 32/22 Q1010,SBFZ,2018-03-21T16:00:00Z,-3.77,-38.52,32.0,22.0,80,12,,6.21,29.822834,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
OKBK 211600Z 16005KT CAVOK 25/06 Q1013 NOSIG,OKBK,2018-03-21T16:00:00Z,29.22,47.97,25.0,6.0,160,5,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,55.0
LRCT 211600Z 33012KT 1500 -SN BR BKN002 OVC015 M02/M03 Q1017 AMB AMB,LRCT,2018-03-21T16:00:00Z,46.5,23.88,-2.0,-3.0,330,12,,0.93,30.029528,,,,,,,,,,-SN BR,BKN,200,OVC,1500,,,,,LIFR,,,,,,,,,,,,METAR,331.0
MRPV 211600Z 07015KT CAVOK 25/11 A3004 NOSIG,MRPV,2018-03-21T16:00:00Z,9.95,-84.15,25.0,11.0,70,15,,6.21,30.041338,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,994.0
NFTF 211600Z 00000KT 9999 FEW019 21/20 Q1007 RMK GRASS DEW,NFTF,2018-03-21T16:00:00Z,-21.23,-175.15,21.0,20.0,0,0,,6.21,29.734253,,,,,,,,,,,FEW,1900,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
NFTV 211600Z 00000KT 9999 FEW018 22/21 Q1007 RMK GRASS DEW,NFTV,2018-03-21T16:00:00Z,-18.58,-173.97,22.0,21.0,0,0,,6.21,29.734253,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,71.0
MRLM 211600Z 10003KT 9999 FEW025 28/22 A2992,MRLM,2018-03-21T16:00:00Z,9.97,-83.03,28.0,22.0,100,3,,6.21,29.920275,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
SBMN 211600Z 12007KT 9999 SCT020 FEW025TCU 31/24 Q1011,SBMN,2018-03-21T16:00:00Z,-3.13,-59.97,31.0,24.0,120,7,,6.21,29.852362,,,,,,,,,,,SCT,2000,FEW,2500,,,,,VFR,,,,,,,,,,,,METAR,84.0
