No errors
No warnings
1125 ms
data source=metars
4898 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
PAJC 211457Z AUTO 22008KT 10SM CLR 01/M04 RMK AO2 SLPNO T00111044 FZRANO $,PAJC,2018-03-21T14:57:00Z,56.32,-158.37,1.1,-4.4,220,8,,10.0,,,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
PHNG 211457Z AUTO 07009G17KT 10SM FEW025 OVC043 23/18 A2990 RMK AO2 SLP118 T02280178 55004 $ ,PHNG,2018-03-21T14:57:00Z,21.43,-157.77,22.8,17.8,70,9,17,10.0,29.899607,1011.8,,TRUE,TRUE,TRUE,,,,,,FEW,2500,OVC,4300,,,,,VFR,-0.4,,,,,,,,,,,METAR,3.0
KRND 211456Z AUTO 12006KT 10SM CLR 16/03 A3019 RMK AO2 SLP221 T01590030 52018,KRND,2018-03-21T14:56:00Z,29.52,-98.27,15.9,3.0,120,6,,10.0,30.188976,1022.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.8,,,,,,,,,,,METAR,232.0
KPVU 211456Z 11008KT 10SM FEW044 BKN060 OVC075 08/00 A3003 RMK AO2 SLP159 T00780000 53019,KPVU,2018-03-21T14:56:00Z,40.22,-111.72,7.8,0.0,110,8,,10.0,30.029528,1015.9,,,TRUE,,,,,,,FEW,4400,BKN,6000,OVC,7500,,,VFR,1.9,,,,,,,,,,,METAR,1369.0
KBAD 211456Z AUTO 33005KT 10SM CLR 13/05 A3020 RMK AO2 SLP230 T01290046 52024,KBAD,2018-03-21T14:56:00Z,32.5,-93.67,12.9,4.6,330,5,,10.0,30.200787,1023.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.4,,,,,,,,,,,METAR,51.0
KABH 211456Z AUTO 00000KT A3006 RMK AO2 SLPNO 50003 $ ,KABH,2018-03-21T14:56:00Z,38.75,-104.3,,,0,0,,,30.059055,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,0.3,,,,,,,,,,,METAR,1840.0
K2WX 211456Z AUTO 01003KT M03/M08 A2992 RMK AO1 SLP168 T10281078 53011 ,K2WX,2018-03-21T14:56:00Z,45.6,-103.55,-2.8,-7.8,10,3,,,29.920275,1016.8,,TRUE,TRUE,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,METAR,915.0
KCBM 211456Z AUTO 30011G17KT 10SM SCT047 09/02 A3008 RMK AO2 SLP190 T00920023 52024 $,KCBM,2018-03-21T14:56:00Z,33.63,-88.45,9.2,2.3,300,11,17,10.0,30.079725,1019.0,,TRUE,TRUE,TRUE,,,,,,SCT,4700,,,,,,,VFR,2.4,,,,,,,,,,,METAR,67.0
KCOF 211456Z AUTO 30019G22KT 10SM SCT035 19/10 A2994 RMK AO2 PK WND 28028/28 SLP143 T01850096 51018 $,KCOF,2018-03-21T14:56:00Z,28.23,-80.6,18.5,9.6,300,19,22,10.0,29.940945,1014.3,,TRUE,TRUE,TRUE,,,,,,SCT,3500,,,,,,,VFR,1.8,,,,,,,,,,,METAR,3.0
KFTK 211456Z AUTO 29010KT 3SM -SN BR BKN010 OVC016 00/M02 A2990 RMK AO2 SLP135 P0000 60000 T10031016 52028,KFTK,2018-03-21T14:56:00Z,37.88,-85.97,-0.3,-1.6,290,10,,3.0,29.899607,1013.5,,TRUE,TRUE,,,,,,-SN BR,BKN,1000,OVC,1600,,,,,MVFR,2.8,,,,,0.005,0.005,,,,,METAR,230.0
KIAB 211456Z AUTO 09003KT 10SM CLR 06/M01 A3021 RMK AO2 SLP239 T00581007 52024,KIAB,2018-03-21T14:56:00Z,37.62,-97.27,5.8,-0.7,90,3,,10.0,30.209646,1023.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.4,,,,,,,,,,,METAR,418.0
KLSF 211456Z AUTO 28017G24KT 10SM CLR 10/00 A2998 RMK AO2 PK WND 28027/33 SLP157 T00950001 52019,KLSF,2018-03-21T14:56:00Z,32.32,-84.97,9.5,0.1,280,17,24,10.0,29.97933,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.9,,,,,,,,,,,METAR,71.0
KLTS 211456Z AUTO 15008KT 10SM CLR 11/M02 A3018 RMK AO2 SLP221 T01131022 52017 $,KLTS,2018-03-21T14:56:00Z,34.67,-99.27,11.3,-2.2,150,8,,10.0,30.180119,1022.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.7,,,,,,,,,,,METAR,420.0
KMCF 211456Z AUTO 33013G24KT 10SM SCT033 17/09 A3002 RMK AO2 SLP169 T01740090 52030 FZRANO $,KMCF,2018-03-21T14:56:00Z,27.85,-82.52,17.4,9.0,330,13,24,10.0,30.02067,1016.9,,TRUE,TRUE,TRUE,,,TRUE,,,SCT,3300,,,,,,,VFR,3.0,,,,,,,,,,,METAR,4.0
KOZR 211456Z AUTO 28014G19KT 10SM CLR 12/00 A3004 RMK AO2 SLP175 T01170002 52018 $,KOZR,2018-03-21T14:56:00Z,31.28,-85.72,11.7,0.2,280,14,19,10.0,30.041338,1017.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.8,,,,,,,,,,,METAR,93.0
KPAM 211456Z AUTO 34012KT 10SM CLR 15/06 A3006 RMK AO2 SLP182 T01450061 52016 $,KPAM,2018-03-21T14:56:00Z,30.07,-85.57,14.5,6.1,340,12,,10.0,30.059055,1018.2,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.6,,,,,,,,,,,METAR,5.0
KWRB 211456Z 29020G25KT 10SM BKN036 09/00 A2991 RMK AO2A PK WND 29028/16 SLP131 T00871001 52017,KWRB,2018-03-21T14:56:00Z,32.62,-83.58,8.7,-0.1,290,20,25,10.0,29.911417,1013.1,,,TRUE,,,,,,,BKN,3600,,,,,,,VFR,1.7,,,,,,,,,,,METAR,90.0
KGTB 211456Z AUTO 03011KT 10SM FEW140 SCT180 M05/M11 A2988 RMK AO2 SLP129 T10511115 53001,KGTB,2018-03-21T14:56:00Z,44.07,-75.72,-5.1,-11.5,30,11,,10.0,29.878937,1012.9,,TRUE,TRUE,,,,,,,FEW,14000,SCT,18000,,,,,VFR,0.1,,,,,,,,,,,METAR,207.0
KNJK 211456Z 00000KT 10SM CLR 16/M04 A2995 RMK AO2 SLP158 T01611044 53018,KNJK,2018-03-21T14:56:00Z,32.82,-115.67,16.1,-4.4,0,0,,10.0,29.949802,1015.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,1.8,,,,,,,,,,,METAR,-13.0
KBLV 211456Z AUTO 32015KT 10SM CLR 04/M05 A3008 RMK AO2 SLP192 T00401052 52026 $,KBLV,2018-03-21T14:56:00Z,38.53,-89.83,4.0,-5.2,320,15,,10.0,30.079725,1019.2,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,2.6,,,,,,,,,,,METAR,138.0
KGAI 211456Z AUTO VRB03KT 3/4SM -SN BR BKN007 OVC012 00/M01 A2965 RMK AO2 CIG 004V008 SLP072 P0005 60011 T00001011 52004 FZRANO,KGAI,2018-03-21T14:56:00Z,39.17,-77.17,0.0,-1.1,0,3,,0.75,29.648623,1007.2,,TRUE,TRUE,,,,TRUE,,-SN BR,BKN,700,OVC,1200,,,,,LIFR,0.4,,,,,0.05,0.11,,,,,METAR,165.0
KGTU 211456Z 13004KT 10SM CLR 13/04 A3023 RMK AO2 SLP235 T01330039 51025,KGTU,2018-03-21T14:56:00Z,30.68,-97.68,13.3,3.9,130,4,,10.0,30.230314,1023.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,2.5,,,,,,,,,,,METAR,240.0
KVBT 211456Z AUTO 36008KT 10SM CLR 06/01 A3022 RMK AO2 SLP241 T00560006 51025,KVBT,2018-03-21T14:56:00Z,36.35,-94.22,5.6,0.6,360,8,,10.0,30.221457,1024.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.5,,,,,,,,,,,METAR,395.0
KVIS 211456Z AUTO 12007KT 3SM -RA BR FEW040 OVC080 12/12 A2992 RMK AO2 SLP140 P0001 60009 T01220117 50006,KVIS,2018-03-21T14:56:00Z,36.32,-119.4,12.2,11.7,120,7,,3.0,29.920275,1014.0,,TRUE,TRUE,,,,,,-RA BR,FEW,4000,OVC,8000,,,,,MVFR,0.6,,,,,0.01,0.09,,,,,METAR,89.0
KWVL 211456Z AUTO 03011KT 10SM CLR M01/M09 A2982 RMK AO2 SLP130 T10111094 56012 FZRANO,KWVL,2018-03-21T14:56:00Z,44.52,-69.67,-1.1,-9.4,30,11,,10.0,29.819881,1013.0,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,-1.2,,,,,,,,,,,METAR,101.0
K1M4 211456Z AUTO 33010G20KT 10SM FEW055 OVC080 04/M01 A3006 RMK AO2 SLP204 T00441011 53025,K1M4,2018-03-21T14:56:00Z,34.28,-87.6,4.4,-1.1,330,10,20,10.0,30.059055,1020.4,,TRUE,TRUE,,,,,,,FEW,5500,OVC,8000,,,,,VFR,2.5,,,,,,,,,,,METAR,284.0
K7N0 211456Z AUTO VRB06KT 10SM CLR 16/03 A3018 RMK AO2 SLP221 T01560028 51021,K7N0,2018-03-21T14:56:00Z,29.95,-90.07,15.6,2.8,0,6,,10.0,30.180119,1022.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.1,,,,,,,,,,,METAR,0.0
KADF 211456Z AUTO 31005KT 10SM CLR 10/02 A3022 RMK AO2 SLP236 T01000022 51028,KADF,2018-03-21T14:56:00Z,34.1,-93.07,10.0,2.2,310,5,,10.0,30.221457,1023.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.8,,,,,,,,,,,METAR,56.0
KAFJ 211456Z AUTO 03006KT 3/4SM -SN BR BKN007 OVC019 00/M02 A2972 RMK AO2 SLP074 P0003 60003 T00001022 53009 FZRANO RVRNO,KAFJ,2018-03-21T14:56:00Z,40.12,-80.27,0.0,-2.2,30,6,,0.75,29.719488,1007.4,,TRUE,TRUE,,,,TRUE,,-SN BR,BKN,700,OVC,1900,,,,,LIFR,0.9,,,,,0.03,0.03,,,,,METAR,361.0
KAJO 211456Z AUTO 00000KT 10SM OVC060 12/07 A3003 RMK AO2 SLP179 6//// T01170067 51015 $,KAJO,2018-03-21T14:56:00Z,33.9,-117.6,11.7,6.7,0,0,,10.0,30.029528,1017.9,,TRUE,TRUE,TRUE,,,,,,OVC,6000,,,,,,,VFR,1.5,,,,,,,,,,,METAR,163.0
KARG 211456Z AUTO 32016KT 10SM FEW031 BKN055 08/01 A3013 RMK AO2 SLP206 T00830011 51022,KARG,2018-03-21T14:56:00Z,36.12,-90.92,8.3,1.1,320,16,,10.0,30.129921,1020.6,,TRUE,TRUE,,,,,,,FEW,3100,BKN,5500,,,,,VFR,2.2,,,,,,,,,,,METAR,83.0
KASH 211456Z VRB06KT 10SM CLR M01/M08 A2985 RMK AO2 SLP118 T10061083 55001,KASH,2018-03-21T14:56:00Z,42.78,-71.52,-0.6,-8.3,0,6,,10.0,29.84941,1011.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.1,,,,,,,,,,,METAR,61.0
KBHB 211456Z AUTO 04011KT 10SM CLR M02/M09 A2987 RMK AO2 SLP118 6//// T10171089 58012 FZRANO PNO $,KBHB,2018-03-21T14:56:00Z,44.45,-68.37,-1.7,-8.9,40,11,,10.0,29.870079,1011.8,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,-1.2,,,,,,,,,,,METAR,26.0
KAWO 211456Z AUTO 00000KT 10SM CLR 02/01 A2977 RMK AO2 SLP087 T00170011 56009 FZRANO,KAWO,2018-03-21T14:56:00Z,48.17,-122.17,1.7,1.1,0,0,,10.0,29.769686,1008.7,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,-0.9,,,,,,,,,,,METAR,42.0
KAUO 211456Z AUTO 30018G23KT 10SM FEW036 08/00 A3000 RMK AO2 SLP183 T00780000 51019,KAUO,2018-03-21T14:56:00Z,32.62,-85.42,7.8,0.0,300,18,23,10.0,30.0,1018.3,,TRUE,TRUE,,,,,,,FEW,3600,,,,,,,VFR,1.9,,,,,,,,,,,METAR,236.0
KBLM 211456Z AUTO 04014G22KT 1 1/4SM -SN BR OVC011 00/M01 A2965 RMK AO2 UPE27SNB27 SLP045 P0003 60007 T00001011 51001 FZRANO,KBLM,2018-03-21T14:56:00Z,40.17,-74.12,0.0,-1.1,40,14,22,1.25,29.648623,1004.5,,TRUE,TRUE,,,,TRUE,,-SN BR,OVC,1100,,,,,,,IFR,0.1,,,,,0.03,0.07,,,,,METAR,48.0
KBKX 211456Z AUTO 21005KT 10SM OVC011 M01/M03 A3010 RMK AO2 SLP227 T10061033 51012 FZRANO,KBKX,2018-03-21T14:56:00Z,44.28,-96.82,-0.6,-3.3,210,5,,10.0,30.100393,1022.7,,TRUE,TRUE,,,,TRUE,,,OVC,1100,,,,,,,MVFR,1.2,,,,,,,,,,,METAR,502.0
KBID 211456Z AUTO 04018G27KT 9SM -RA BKN013 BKN020 OVC043 02/01 A2969 RMK AO2 PK WND 05029/1410 RAE01B27UPB25E27SNB01E25 SLP058 P0001 60001 T00220011 53003 FZRANO,KBID,2018-03-21T14:56:00Z,41.17,-71.58,2.2,1.1,40,18,27,9.0,29.68996,1005.8,,TRUE,TRUE,,,,TRUE,,-RA,BKN,1300,BKN,2000,OVC,4300,,,MVFR,0.3,,,,,0.01,0.01,,,,,METAR,33.0
KBMI 211456Z 01012KT 10SM CLR 01/M06 A3006 RMK AO2 SLP207 T00061056 51023 $,KBMI,2018-03-21T14:56:00Z,40.47,-88.92,0.6,-5.6,10,12,,10.0,30.059055,1020.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,2.3,,,,,,,,,,,METAR,267.0
KBOK 211456Z AUTO VRB05KT 10SM OVC004 09/09 A2975 RMK AO2 RAE55 SLP092 P0002 60013 T00940094 53001,KBOK,2018-03-21T14:56:00Z,42.07,-124.28,9.4,9.4,0,5,,10.0,29.749016,1009.2,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,0.1,,,,,0.02,0.13,,,,,METAR,140.0
KBTP 211456Z AUTO 01008KT 3/4SM -SN BR BKN008 OVC013 M01/M03 A2973 RMK AO2 CIG 006V010 SLP085 P0006 60012 T10111033 53009 FZRANO RVRNO,KBTP,2018-03-21T14:56:00Z,40.77,-79.95,-1.1,-3.3,10,8,,0.75,29.731298,1008.5,,TRUE,TRUE,,,,TRUE,,-SN BR,BKN,800,OVC,1300,,,,,LIFR,0.9,,,,,0.06,0.12,,,,,METAR,380.0
KBVX 211456Z AUTO VRB05KT 10SM OVC041 08/01 A3016 RMK AO2 SLP212 T00780006 51026,KBVX,2018-03-21T14:56:00Z,35.73,-91.65,7.8,0.6,0,5,,10.0,30.159449,1021.2,,TRUE,TRUE,,,,,,,OVC,4100,,,,,,,VFR,2.6,,,,,,,,,,,METAR,141.0
KDVL 211456Z AUTO 00000KT 7SM OVC007 M01/M03 A3002 RMK AO2 UPE1357 SLP200 60000 T10111028 51010 FZRANO,KDVL,2018-03-21T14:56:00Z,48.12,-98.92,-1.1,-2.8,0,0,,7.0,30.02067,1020.0,,TRUE,TRUE,,,,TRUE,,,OVC,700,,,,,,,IFR,1.0,,,,,,0.005,,,,,METAR,443.0
KDIJ 211456Z AUTO 18008KT 10SM BKN070 OVC085 00/M03 A2997 RMK AO2 SLP173 T00001028 55002,KDIJ,2018-03-21T14:56:00Z,43.75,-111.1,0.0,-2.8,180,8,,10.0,29.970472,1017.3,,TRUE,TRUE,,,,,,,BKN,7000,OVC,8500,,,,,VFR,-0.2,,,,,,,,,,,METAR,1899.0
KCWI 211456Z AUTO 01010KT 10SM CLR M01/M07 A3013 RMK AO2 SLP231 T10061067 51019 FZRANO,KCWI,2018-03-21T14:56:00Z,41.82,-90.32,-0.6,-6.7,10,10,,10.0,30.129921,1023.1,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,1.9,,,,,,,,,,,METAR,216.0
KCVO 211456Z AUTO 00000KT 10SM BKN055 OVC070 05/03 A2976 RMK AO2 SLP079 60000 T00500028 55004,KCVO,2018-03-21T14:56:00Z,44.5,-123.27,5.0,2.8,0,0,,10.0,29.760826,1007.9,,TRUE,TRUE,,,,,,,BKN,5500,OVC,7000,,,,,VFR,-0.4,,,,,,0.005,,,,,METAR,75.0
KCVN 211456Z AUTO 35009KT 10SM CLR 06/M07 A3011 RMK AO2 SLP197 T00561072 53015,KCVN,2018-03-21T14:56:00Z,34.42,-103.07,5.6,-7.2,350,9,,10.0,30.109253,1019.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.5,,,,,,,,,,,METAR,1284.0
KCOE 211456Z AUTO 05007KT 10SM CLR 00/M02 A2982 RMK AO2 SLP131 T00001022 55003 FZRANO,KCOE,2018-03-21T14:56:00Z,47.77,-116.82,0.0,-2.2,50,7,,10.0,29.819881,1013.1,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,-0.3,,,,,,,,,,,METAR,707.0
KCOD 211456Z AUTO 14005KT 10SM SCT070 BKN090 02/M07 A2994 RMK AO2 SLP159 T00171072 58001 FZRANO,KCOD,2018-03-21T14:56:00Z,44.52,-109.02,1.7,-7.2,140,5,,10.0,29.940945,1015.9,,TRUE,TRUE,,,,TRUE,,,SCT,7000,BKN,9000,,,,,VFR,-0.1,,,,,,,,,,,METAR,1553.0
KCIU 211456Z AUTO 01007KT 10SM CLR M06/M17 A3015 RMK AO2 SLP238 T10611167 50006 FZRANO,KCIU,2018-03-21T14:56:00Z,46.25,-84.47,-6.1,-16.7,10,7,,10.0,30.15059,1023.8,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,0.6,,,,,,,,,,,METAR,244.0
KCGZ 211456Z AUTO 08004KT 10SM 14/M06 A3000 RMK AO2 SLP154 6//// T01391061 53013 $,KCGZ,2018-03-21T14:56:00Z,32.95,-111.77,13.9,-6.1,80,4,,10.0,30.0,1015.4,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,1.3,,,,,,,,,,,METAR,446.0
KEAR 211456Z AUTO 19005KT 10SM CLR 01/M01 A3014 RMK AO2 SLP219 T00111006 51010 FZRANO,KEAR,2018-03-21T14:56:00Z,40.72,-99.0,1.1,-0.6,190,5,,10.0,30.138779,1021.9,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,1.0,,,,,,,,,,,METAR,649.0
KDYR 211456Z AUTO 30011G15KT 10SM OVC070 05/M01 A3012 RMK AO2 SLP218 6//// T00501011 53031 PNO $,KDYR,2018-03-21T14:56:00Z,36.0,-89.4,5.0,-1.1,300,11,15,10.0,30.121063,1021.8,,TRUE,TRUE,TRUE,,,,,,OVC,7000,,,,,,,VFR,3.1,,,,,,,,,,,METAR,103.0
KDWU 211456Z AUTO 31006KT 1 3/4SM UP BR FEW006 BKN018 OVC025 01/01 A2973 RMK AO2 UPB32SNE32 SLP070 P0003 60004 T00110006 53026 FZRANO,KDWU,2018-03-21T14:56:00Z,38.55,-82.73,1.1,0.6,310,6,,1.75,29.731298,1007.0,,TRUE,TRUE,,,,TRUE,,BR UP,FEW,600,BKN,1800,OVC,2500,,,IFR,2.6,,,,,0.03,0.04,,,,,METAR,166.0
KEKY 211456Z AUTO 29007KT 260V320 10SM BKN070 06/M01 A3005 RMK AO2 SLP200 T00561006 53015,KEKY,2018-03-21T14:56:00Z,33.32,-86.93,5.6,-0.6,290,7,,10.0,30.050198,1020.0,,TRUE,TRUE,,,,,,,BKN,7000,,,,,,,VFR,1.5,,,,,,,,,,,METAR,213.0
KEKQ 211456Z AUTO 31019G25KT 9SM -SN BKN012 OVC020 01/M01 A2987 RMK AO2 SLP142 6//// T00061011 53021 PNO $,KEKQ,2018-03-21T14:56:00Z,36.85,-84.85,0.6,-1.1,310,19,25,9.0,29.870079,1014.2,,TRUE,TRUE,TRUE,,,,,-SN,BKN,1200,OVC,2000,,,,,MVFR,2.1,,,,,,,,,,,METAR,294.0
KEHR 211456Z AUTO 31016G19KT 10SM SCT024 02/M03 A3001 RMK AO2 SLP175 60001 T00221028 51026 FZRANO,KEHR,2018-03-21T14:56:00Z,37.82,-87.67,2.2,-2.8,310,16,19,10.0,30.008858,1017.5,,TRUE,TRUE,,,,TRUE,,,SCT,2400,,,,,,,VFR,2.6,,,,,,0.01,,,,,METAR,117.0
KEEN 211456Z AUTO 04008KT 10SM CLR 01/M11 A2982 RMK AO2 SLP118 T00061106 56008 FZRANO,KEEN,2018-03-21T14:56:00Z,42.88,-72.27,0.6,-10.6,40,8,,10.0,29.819881,1011.8,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,-0.8,,,,,,,,,,,METAR,149.0
KEAU 211456Z 00000KT 10SM CLR M02/M08 A3015 RMK AO2 SLP222 T10221078 51010,KEAU,2018-03-21T14:56:00Z,44.87,-91.47,-2.2,-7.8,0,0,,10.0,30.15059,1022.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,1.0,,,,,,,,,,,METAR,276.0
PAKP 211456Z AUTO 35003KT 10SM CLR M24/M28 A3043 RMK AO2 SLP390 60000 T12441278 50010 FZRANO,PAKP,2018-03-21T14:56:00Z,68.13,-151.73,-24.4,-27.8,350,3,,10.0,30.431103,1039.0,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,1.0,,,,,,0.005,,,,,METAR,642.0
PAKK 211456Z AUTO 03004KT 10SM OVC026 M13/M15 A3057 RMK AO2 SLP367 T11331150 58003 FZRANO,PAKK,2018-03-21T14:56:00Z,64.93,-161.15,-13.3,-15.0,30,4,,10.0,30.569881,1036.7,,TRUE,TRUE,,,,TRUE,,,OVC,2600,,,,,,,MVFR,-0.3,,,,,,,,,,,METAR,47.0
PAKI 211456Z AUTO 16012KT 1/2SM -SN FZFG OVC003 M06/M07 A3062 RMK AO2 SLP373 P0000 60000 T10611067 58012 FZRANO,PAKI,2018-03-21T14:56:00Z,59.93,-164.03,-6.1,-6.7,160,12,,0.5,30.620079,1037.3,,TRUE,TRUE,,,,TRUE,,-SN FZFG,OVC,300,,,,,,,LIFR,-1.2,,,,,0.005,0.005,,,,,METAR,4.0
PMDY 211456Z AUTO 28014G23KT 10SM FEW021 SCT026 BKN049 18/14 A2978 RMK AO2 SLP084 60000 T01780144 53001,PMDY,2018-03-21T14:56:00Z,28.22,-177.37,17.8,14.4,280,14,23,10.0,29.778543,1008.4,,TRUE,TRUE,,,,,,,FEW,2100,SCT,2600,BKN,4900,,,VFR,0.1,,,,,,0.005,,,,,METAR,4.0
PHNY 211456Z AUTO 04015KT 10SM OVC080 18/16 A2993 RMK AO2 SLP119 T01830161 58009,PHNY,2018-03-21T14:56:00Z,20.77,-156.93,18.3,16.1,40,15,,10.0,29.929134,1011.9,,TRUE,TRUE,,,,,,,OVC,8000,,,,,,,VFR,-0.9,,,,,,,,,,,METAR,399.0
