No errors
No warnings
519 ms
data source=metars
4718 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LGKR 232120Z 00000KT 9999 FEW020 SCT035 07/05 Q0998 NOSIG,LGKR,2018-03-23T21:20:00Z,39.62,19.92,7.0,5.0,0,0,,6.21,29.468504,,,,,,TRUE,,,,,FEW,2000,SCT,3500,,,,,VFR,,,,,,,,,,,,METAR,2.0
LGIR 232120Z 22008KT 9999 SCT025 SCT080 14/07 Q1002 NOSIG,LGIR,2018-03-23T21:20:00Z,35.32,25.17,14.0,7.0,220,8,,6.21,29.586615,,,,,,TRUE,,,,,SCT,2500,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,39.0
LGAV 232120Z 24007KT 9999 FEW025 SCT070 12/03 Q0998 NOSIG,LGAV,2018-03-23T21:20:00Z,37.93,23.95,12.0,3.0,240,7,,6.21,29.468504,,,,,,TRUE,,,,,FEW,2500,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,94.0
EDSB 232120Z VRB01KT CAVOK 03/02 Q1004,EDSB,2018-03-23T21:20:00Z,48.78,8.08,3.0,2.0,0,1,,6.21,29.64567,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,124.0
EDNY 232120Z AUTO VRB01KT 9000 // NCD M01/M02 Q1004,EDNY,2018-03-23T21:20:00Z,47.67,9.52,-1.0,-2.0,0,1,,5.59,29.64567,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,424.0
EDMA 232120Z AUTO VRB02KT 9999 // BKN059/// 02/00 Q1004,EDMA,2018-03-23T21:20:00Z,48.42,10.92,2.0,0.0,0,2,,6.21,29.64567,,,TRUE,,,,,,,,BKN,5900,,,,,,,VFR,,,,,,,,,,,,METAR,463.0
EDLW 232120Z AUTO 19004KT 9999 OVC023/// 05/01 Q1003,EDLW,2018-03-23T21:20:00Z,51.52,7.62,5.0,1.0,190,4,,6.21,29.616142,,,TRUE,,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,127.0
EDLP 232120Z VRB02KT 9000 SCT021 BKN042 05/04 Q1003,EDLP,2018-03-23T21:20:00Z,51.62,8.62,5.0,4.0,0,2,,5.59,29.616142,,,,,,,,,,,SCT,2100,BKN,4200,,,,,VFR,,,,,,,,,,,,METAR,213.0
EDHI 232120Z AUTO VRB01KT 9999 FEW016/// OVC040/// 06/05 Q1004,EDHI,2018-03-23T21:20:00Z,53.53,9.83,6.0,5.0,0,1,,6.21,29.64567,,,TRUE,,,,,,,,FEW,1600,OVC,4000,,,,,VFR,,,,,,,,,,,,METAR,13.0
EDLV 232120Z 16006KT 9000 SCT010 BKN022 06/05 Q1003,EDLV,2018-03-23T21:20:00Z,51.6,6.15,6.0,5.0,160,6,,5.59,29.616142,,,,,,,,,,,SCT,1000,BKN,2200,,,,,MVFR,,,,,,,,,,,,METAR,32.0
EDFH 232120Z 18006KT 9999 FEW010 BKN027 02/01 Q1003,EDFH,2018-03-23T21:20:00Z,49.95,7.27,2.0,1.0,180,6,,6.21,29.616142,,,,,,,,,,,FEW,1000,BKN,2700,,,,,MVFR,,,,,,,,,,,,METAR,498.0
RJOT 232120Z 15008KT 9999 FEW030 BKN/// 03/02 Q1021 RMK 1CU030 A3015,RJOT,2018-03-23T21:20:00Z,34.22,134.02,3.0,2.0,150,8,,6.21,30.147638,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
ELLX 232120Z 14004KT 7000 BKN033 02/01 Q1003 NOSIG,ELLX,2018-03-23T21:20:00Z,49.63,6.2,2.0,1.0,140,4,,4.35,29.616142,,,,,,TRUE,,,,,BKN,3300,,,,,,,MVFR,,,,,,,,,,,,METAR,379.0
ENTO 232120Z 19015KT 2500 -DZ BR OVC001 00/00 Q1000,ENTO,2018-03-23T21:20:00Z,59.2,10.27,0.0,0.0,190,15,,1.55,29.52756,,,,,,,,,,-DZ BR,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,88.0
